PGC,Name,RAJ2000,DEJ2000,TT,Bmag,Ksmag,logK,HRV,VLS,Dist,e_Dist,PGC1,CF3
165366,"PGC165366",52.8032,66.5009,5.0,15.45,10.67,9.81,1578,1806,18.37,25,165366,1
2797282,"PGC2797282",51.5585,66.5937,-0.5,,8.65,10.74,1848,2078,,,2797282,0
13301,"UGC02789",54.0566,67.5646,5.0,11.0,8.86,11.07,3135,3363,26.79,18,13301,1
138604,"PGC138604",47.185,65.6621,-5.0,15.62,8.54,11.01,2473,2708,,,138604,0
2690696,"PGC2690696",50.0919,66.7515,0.1,11.63,10.1,10.37,2737,2969,,,2797207,0
2691587,"PGC2691587",49.5564,66.8284,1.0,11.12,9.05,10.98,3010,3243,,,2691587,0
165356,"PGC165356",48.0388,67.4059,5.0,12.19,9.35,10.86,3163,3399,32.81,25,2691587,1
2691381,"PGC2691381",51.0341,66.81,3.8,12.99,10.86,10.06,2297,2528,,,2797207,0
2691565,"PGC2691565",50.4263,66.827,0.0,11.3,9.76,10.5,2516,2748,,,2797207,0
2692604,"PGC2692604",50.3475,66.9128,3.3,12.41,10.5,10.21,2137,2369,,,2797207,0
2797207,"PGC2797207",50.2882,66.9219,1.1,,8.32,11.08,2378,2610,,,2797207,0
13188,"PGC013188",53.477,68.1106,9.0,13.44,11.09,9.53,1374,1604,,,13188,0
166471,"PGC166471",53.1399,68.0964,5.0,15.74,12.39,9.01,1333,1563,,,13188,0
13121,"UGC02765",53.014,68.3684,5.0,15.71,8.41,10.82,1679,1910,21.28,25,13121,1
12876,"UGC02729",51.7353,68.5812,5.0,16.07,9.7,10.3,1940,2173,22.7,25,13121,1
166078,"PGC166078",56.8968,67.6688,10.0,14.37,12.02,9.1,1267,1491,,,166078,0
166077,"PGC166077",56.3038,67.8647,10.0,13.06,11.1,7.63,-66,160,,,13826,0
13826,"IC0342",56.7054,68.1014,6.0,6.13,4.68,10.2,31,256,3.39,6,13826,1
166476,"PGC166476",54.6193,67.596,5.0,12.86,9.51,10.2,1435,1662,,,166476,0
166074,"PGC166074",55.5105,68.2073,10.0,15.81,13.46,8.53,1159,1386,,,14508,0
166861,"PGC166861",55.8133,68.2611,,15.39,11.9,9.15,1320,1547,,,14508,0
13693,"UGC02826",55.9398,68.3013,5.0,12.15,9.06,10.28,1316,1543,13.06,25,14508,1
14261,"NGC1469",60.1155,68.5778,-2.7,11.85,7.6,10.87,1102,1324,,,14508,0
2722040,"PGC2722040",60.2058,68.6695,4.2,12.04,11.38,9.36,1231,1453,,,14508,0
14531,"UGC02955",62.1221,69.6726,5.0,12.91,10.31,9.78,1007,1228,,,14508,0
166862,"PGC166862",59.6079,69.2824,,14.48,11.24,9.41,1302,1526,,,14508,0
14508,"IC0356",61.9453,69.8124,3.4,9.66,6.0,11.51,895,1117,,,14508,0
13189,"PGC013189",53.4601,68.3805,8.0,15.5,12.9,9.41,2969,3199,,,13189,0
2726819,"PGC2726819",53.7717,69.0347,-4.0,12.21,9.71,10.68,2867,3098,,,2726819,0
13712,"UGC02827",56.0016,69.3235,3.5,14.66,10.93,9.54,1530,1758,,,14508,0
2729130,"PGC2729130",54.1906,69.2651,-5.0,13.45,11.01,10.16,2985,3215,,,2726819,0
13943,"UGC02866",57.5619,70.0947,5.0,12.46,8.24,10.62,1232,1460,,,14508,0
13880,"UGC02855",57.0864,70.1329,5.0,9.9,7.08,11.08,1200,1428,14.39,18,14508,1
14432,"NGC1485",61.2664,70.9966,3.1,11.35,8.51,10.5,1089,1314,,,14508,0
166081," ",61.3872,71.4696,7.0,14.54,11.69,9.23,1737,1962,,,14508,0
166863,"PGC166081",61.3869,71.4695,,17.39,14.62,8.06,1732,1958,,,14508,0
16542,"UGC03212",75.2593,71.1759,8.8,15.17,14.73,7.98,1221,1431,,,2741481,0
2741481,"PGC2741481",75.0699,71.2024,1.0,16.11,11.98,9.08,1225,1435,,,2741481,0
17240,"PGC017240",81.1099,71.1928,6.0,15.11,12.88,9.49,3276,3480,,,17240,0
17736,"UGC03343",86.3526,72.3562,3.5,12.39,10.58,9.55,1090,1292,12.59,18,17736,1
95594,"PGC095594",89.9194,73.4277,10.0,15.74,13.8,7.02,106,308,,,95594,0
3085811,"PGC3085811",82.3353,72.4574,10.0,,13.2,8.51,1089,1295,,,3085811,0
17738,"PGC017738",86.3955,73.609,-3.3,14.37,11.6,9.18,1143,1349,,,17738,0
17445,"UGC03317",83.4066,73.7239,9.9,14.68,12.39,8.93,1241,1449,,,17445,0
2734896,"PGC2734896",66.7399,70.241,-1.6,15.11,11.35,10.06,3186,3403,,,15263,0
15212,"UGC03042",67.1654,70.3472,4.0,12.43,10.17,10.54,3059,3276,27.16,25,15263,1
15263,"UGC03048",67.3501,70.4244,4.0,13.62,9.98,10.61,3049,3266,39.99,25,15263,1
166864,"PGC166864",63.0276,70.7717,,15.45,11.96,9.13,1159,1381,,,14508,0
15639,"UGC03090",69.2361,71.5291,10.0,13.97,14.09,8.92,2916,3133,,,15639,0
15488,"NGC1560",68.2053,71.8803,7.0,10.08,9.43,8.49,-36,183,2.99,9,13826,1
16027,"UGC03147",71.9571,72.8599,4.0,13.49,10.9,10.19,2887,3104,38.73,25,16027,1
166082,"PGC166082",66.3179,72.8058,10.0,13.43,11.6,7.77,-54,169,3.56,9,13826,1
16030,"UGC03144",71.9822,74.9287,9.9,13.74,11.88,9.35,1636,1858,19.05,18,16030,1
18121,"UGC03371",89.1522,75.3163,9.7,13.5,11.2,9.1,815,1024,,,18121,0
17159,"UGC03276",80.3179,76.3557,3.0,14.03,10.57,10.2,2503,2721,,,17159,0
5354,"PGC005354",21.5805,60.7684,3.7,13.31,9.63,9.85,906,1174,,,5354,0
100169,"PGC100169",31.5225,69.0033,10.0,10.73,9.3,8.78,35,293,,,100169,0
7472,"UGC01423",29.6099,71.1189,5.0,11.62,9.42,10.86,3155,3415,36.48,25,7472,1
171,"UGC12921",0.5877,77.2569,4.6,13.6,10.15,10.36,2419,2695,,,171,0
13633,"UGC02813",55.6422,71.3079,9.8,15.36,13.01,8.78,1382,1614,,,13633,0
13498,"UGC02800",55.0097,71.4058,9.6,15.17,11.24,9.36,1176,1409,18.97,18,13498,1
2807114,"PGC2807114",56.2362,72.0644,10.0,,14.1,6.43,0,0,,,13826,0
14123,"UGC02890",59.0185,72.9218,7.7,12.58,9.9,9.88,1158,1388,9.46,18,14123,1
13384,"NGC1343",54.4567,72.5713,3.5,11.63,8.66,10.88,2215,2450,,,13384,0
12868,"PGC012868",51.7482,72.8521,9.9,15.42,13.07,9.06,2075,2313,22.08,18,12868,1
166860,"PGC166860",31.5349,72.7431,5.6,15.7,12.5,9.57,2918,3176,,,166860,0
11543,"UGC02485",46.0183,74.4444,5.9,14.53,11.4,9.71,2013,2258,,,11543,0
2807112,"PGC2807112",51.4885,76.2766,10.0,,13.0,9.11,2131,2373,,,2807112,0
11282,"UGC02411",44.6975,75.7445,8.2,15.15,10.69,10.18,2547,2794,33.27,14,11282,1
14286,"UGC02906",60.2544,74.0839,3.0,12.69,9.09,10.81,2494,2725,63.39,14,14286,1
5057198,"PGC5057198",60.8813,74.2519,10.0,,14.76,8.54,2574,2805,,,14286,0
14673,"PGC014673",63.2622,75.006,3.0,14.01,11.4,9.58,1711,1941,,,14673,0
15917,"IC0381",71.1186,75.6397,4.0,12.44,9.5,10.62,2476,2700,,,15917,0
15018,"NGC1530",65.8629,75.2956,3.0,11.48,8.39,11.06,2461,2689,20.51,14,15018,1
13957,"UGC02864",57.6898,74.1268,1.0,13.77,11.68,9.75,2462,2695,,,13957,0
5057190,"WHIJ0337+75",54.3549,75.2506,10.0,,14.11,8.79,2501,2739,,,5057190,0
15967,"UGC03137",71.5569,76.4184,4.4,13.6,11.08,9.3,992,1217,22.7,14,15967,1
17725,"UGC03335",86.2789,79.2363,-2.0,14.85,11.68,9.38,1546,1767,,,17725,0
16402,"IC0391",74.3376,78.189,5.0,12.39,9.88,10.11,1556,1783,,,16402,0
17426,"UGC03311",83.323,79.372,8.0,15.87,13.27,9.28,3041,3265,,,17426,0
13759,"IC0334",56.3212,76.6384,0.1,11.48,7.72,11.34,2536,2774,,,13759,0
13578,"PGC013578",55.455,77.0078,-2.0,14.6,10.97,10.04,2429,2668,,,13759,0
14343,"UGC02907",60.6634,78.2787,4.9,14.51,11.24,9.83,2171,2407,,,14343,0
14216,"UGC02896",59.7548,79.5562,5.8,13.74,12.31,9.42,2225,2463,40.74,18,14216,1
14436,"UGC02917",61.5036,79.8387,8.8,,15.1,8.3,2200,2437,,,14436,0
13274,"UGC02767",53.8887,80.0856,8.8,,14.97,8.35,2211,2453,,,13274,0
7247,"UGC01378",29.08,73.2828,1.2,11.62,8.47,11.18,2935,3196,47.21,25,7247,1
8121,"PGC008121",31.9269,75.1613,-5.0,10.94,8.94,10.97,2846,3104,,,8121,0
5061108,"2MASXJ02181419+7746515",34.559,77.7811,0.0,,9.21,10.78,2566,2821,,,5061108,0
2436,"UGC00392",10.146,83.2225,5.0,12.93,9.58,10.18,1409,1670,,,2436,0
11793,"UGC02519",47.3302,80.1311,5.9,12.56,9.94,10.42,2377,2624,27.42,14,12174,1
12480,"UGC02620",50.0718,80.2463,9.0,13.96,11.69,9.72,2244,2489,,,12174,0
12174,"NGC1184",49.1872,80.7934,0.0,11.78,8.11,11.15,2342,2588,,,12174,0
12391,"UGC02603",49.807,81.3462,9.9,,13.11,9.15,2518,2763,,,12174,0
17170,"UGC03257",80.4356,84.4823,1.1,14.29,10.96,9.94,2172,2408,15.42,25,17170,1
95590,"PGC095590",65.6322,85.838,10.0,15.08,11.48,9.55,1706,1948,,,95590,0
6552,"UGC01207",26.8594,82.1593,9.7,15.55,14.01,8.32,1255,1512,,,6552,0
6676,"UGC01198",27.3233,85.2602,-5.0,14.34,11.18,9.4,1172,1425,,,6676,0
965,"UGC00115",2.6953,88.3348,8.3,15.28,13.39,8.9,1983,2233,,,965,0
15599,"UGC02886A",67.6077,88.7709,6.0,13.73,11.63,9.44,1593,1838,,,15599,0
3092484,"PGC3092484",134.8153,0.3916,4.2,15.61,13.48,9.18,3426,3228,,,3092484,0
1169802,"PGC1169802",134.9435,0.5829,5.0,18.42,14.59,8.73,3360,3163,,,3092484,0
1219017,"PGC1219017",134.6707,2.1933,8.0,16.42,14.97,8.3,2489,2300,,,1219017,0
4017221,"SDSSJ090024.70+032738.7",135.1029,3.4607,,18.47,15.13,8.56,3547,3363,,,4017221,0
1257094,"PGC1257094",134.8291,3.7035,7.0,17.59,14.34,8.91,3658,3475,,,1257094,0
3997258,"SDSSJ085954.35+035937.7",134.9764,3.9938,,18.55,15.05,8.63,3675,3493,,,3997258,0
3997653,"SDSSJ091714.93+040801.2",139.3122,4.1337,9.0,16.48,14.5,8.84,3623,3440,,,3997653,0
26374,"PGC026374",139.9555,4.4849,10.0,16.51,13.96,9.05,3634,3452,,,26374,0
4532987,"SDSSJ091949.58+042907.1",139.9567,4.4852,,17.16,14.36,8.89,3639,3457,,,26374,0
2807128,"PGC2807128",137.1522,5.2914,10.0,17.38,14.5,7.01,598,421,,,2807128,0
3455766,"SDSSJ091457.33+060018.6",138.7388,6.0052,-5.0,17.35,13.01,8.55,1429,1255,,,3455766,0
25679,"UGC04797",137.0442,5.9275,8.8,14.34,11.95,8.89,1310,1136,,,25679,0
3997542,"SDSSJ091250.88+062833.1",138.2121,6.4758,10.0,17.57,14.98,7.81,1469,1298,,,25861,0
24425,"NGC2644",130.3827,4.9806,4.6,12.95,10.49,9.86,1939,1765,19.86,25,24425,1
25205,"PGC025205",134.6242,6.3212,4.4,16.02,13.1,9.38,3556,3385,,,25205,0
4074591,"SDSSJ085830.11+061917.4",134.6256,6.3215,,17.65,14.82,8.69,3567,3396,,,25205,0
25203,"PGC025203",134.6043,6.335,10.0,16.53,14.97,8.63,3536,3365,,,25205,0
25556,"UGC04781",136.6432,6.3035,5.9,14.4,11.0,9.37,1443,1272,25.59,18,25556,1
1310754,"PGC1310754",137.1,6.9515,10.0,16.94,14.12,8.15,1584,1415,,,25861,0
25861,"NGC2775",137.5838,7.0381,1.7,10.82,7.13,10.94,1350,1181,,,25861,0
25876,"NGC2777",137.6744,7.2066,2.0,13.97,11.6,9.16,1476,1308,,,25861,0
213577,"PGC213577",137.6198,7.1883,10.0,17.57,14.23,8.11,1523,1355,,,25861,0
4532577,"SDSSJ085843.92+072631.8",134.6831,7.4419,,17.23,14.47,8.31,2018,1852,,,4532577,0
25376,"NGC2731",135.5348,8.3014,4.2,13.58,10.62,10.08,2583,2421,25.94,14,25376,1
3997773,"SDSSJ092146.42+045751.6",140.4435,4.9643,10.0,17.78,15.24,8.54,3643,3463,,,3997773,0
3998055,"SDSSJ093222.16+071808.2",143.0924,7.3023,10.0,17.34,14.75,8.26,2160,1991,,,3998055,0
1324298,"PGC1324298",142.9829,7.5362,-5.0,18.02,13.55,8.74,2217,2049,,,27074,0
26932,"NGC2894",142.3758,7.7178,1.0,12.68,9.19,10.48,2146,1979,50.82,14,27074,1
26968,"IC0540",142.5429,7.9026,2.5,13.7,10.57,9.93,2048,1882,,,27074,0
26781,"NGC2882",141.6504,7.9542,5.0,12.77,10.0,10.15,2134,1968,35.48,14,26781,1
213590,"PGC213590",139.0622,6.3414,10.0,17.25,14.67,8.76,3569,3397,,,213590,0
1312883,"PGC1312883",140.0073,7.0563,6.0,15.7,13.39,9.26,3553,3383,,,1312883,0
1317169,"PGC1317169",138.7167,7.2464,,17.02,14.11,9.0,3647,3479,,,1317169,0
1350579,"PGC1350579",144.32,8.6307,-2.0,17.33,13.22,9.27,3297,3134,,,1350579,0
4010229,"SDSSJ093726.08+084121.4",144.3588,8.6892,,17.39,14.62,8.71,3303,3140,,,1350579,0
3997986,"SDSSJ092946.17+080235.8",142.4423,8.0434,,18.34,15.36,8.01,2112,1946,,,27074,0
3530514,"SDSSJ093205.42+082621.8",143.0226,8.4394,,17.02,14.11,8.51,2022,1858,,,27074,0
27074,"NGC2906",143.026,8.4416,5.9,12.59,9.19,10.48,2140,1976,44.46,14,27074,1
3998045,"SDSSJ093208.81+082810.8",143.0368,8.4697,,17.93,15.16,8.09,2340,2176,,,27074,0
1347399,"PGC1347399",143.4075,8.4639,9.0,17.95,15.06,8.53,3286,3122,,,1347399,0
3998095,"SDSSJ093353.55+091216.9",143.4732,9.2047,10.0,17.4,14.82,8.32,2361,2200,,,3998095,0
27184,"NGC2913",143.5113,9.4791,6.7,13.7,11.14,10.03,3048,2889,,,27184,0
1365837,"PGC1365837",143.3476,9.4883,-2.0,16.99,12.3,9.7,3557,3398,,,1365837,0
3531206,"2MASXJ09383447+0853159",144.6435,8.8879,0.2,14.61,11.32,10.01,3228,3066,,,3531206,0
1365365,"PGC1365365",145.6785,9.456,10.0,18.03,13.82,9.0,3243,3084,,,27776,0
27823,"PGC027823",145.8741,9.4208,1.1,14.9,11.55,9.91,3287,3128,,,27776,0
27910,"IC0559",146.1825,9.6153,9.0,14.67,12.5,7.73,541,383,,,27910,0
27784,"PGC027784",145.7365,9.4712,9.9,12.96,11.33,10.0,3228,3070,,,27776,0
4015476,"SDSSJ094300.53+092828.2",145.7522,9.4744,10.0,18.8,15.23,8.44,3279,3121,,,27776,0
27776,"PGC027776",145.7225,9.4947,3.1,13.37,9.81,10.61,3181,3023,,,27776,0
5060150,"AGC198337",145.7133,9.6333,,17.93,15.16,7.73,1461,1303,,,5060150,0
27851,"UGC05204",145.9629,9.6558,2.3,14.53,10.92,10.16,3186,3028,,,27776,0
1359643,"PGC1359643",144.2585,9.1025,-2.0,17.42,12.91,9.31,3026,2865,,,1359643,0
27451,"NGC2939",144.5328,9.5236,4.0,12.81,9.61,10.72,3326,3167,39.45,18,27451,1
3531088,"SDSSJ093729.95+093307.8",144.3749,9.5522,7.0,17.17,14.08,8.93,3357,3199,,,27451,0
3091427,"PGC3091427",143.7741,9.6492,1.5,15.46,11.95,9.78,3408,3250,,,27159,0
1371594,"PGC1371594",144.589,9.8955,9.0,17.69,14.9,8.61,3315,3159,,,27451,0
3998253,"SDSSJ093959.76+102726.1",144.999,10.4573,9.0,16.88,14.4,8.68,2910,2756,,,3998253,0
27212,"PGC027212",143.6109,9.9163,3.1,14.7,12.12,9.71,3183,3027,,,27159,0
27175,"UGC05093",143.5005,10.0294,3.8,14.04,11.37,10.01,3137,2981,53.95,18,27159,1
27185,"NGC2914",143.5116,10.1087,2.1,13.64,9.99,10.56,3144,2988,,,27159,0
3530650,"SDSSJ093326.36+100041.2",143.3598,10.0115,-5.0,16.83,12.51,9.55,3295,3139,,,27159,0
27159,"NGC2911",143.442,10.1524,-2.0,12.53,8.91,10.99,3231,3075,,,27159,0
27167,"PGC027167",143.4638,10.1593,8.0,17.79,15.19,8.48,3248,3092,,,27159,0
3998118,"SDSSJ093450.04+100401.4",143.7084,10.0671,9.0,18.48,15.88,8.2,3334,3178,,,27159,0
3998098,"SDSSJ093358.56+100928.3",143.4942,10.1578,-5.0,18.49,14.16,8.89,3587,3432,,,27159,0
3530770,"SDSSJ093448.16+101642.1",143.7006,10.2783,,16.92,13.64,8.8,2339,2184,,,27232,0
3530772,"SDSSJ093448.48+101650.8",143.702,10.2808,,19.23,15.16,8.19,2344,2189,,,27232,0
27232,"NGC2919",143.698,10.2835,3.7,12.87,10.15,10.19,2432,2277,41.69,14,27232,1
4089452,"SDSSJ093220.58+100559.2",143.0856,10.0998,10.0,17.15,14.49,8.76,3200,3045,,,27159,0
3530623,"SDSSJ093307.20+101041.8",143.28,10.1782,-5.0,18.48,14.13,8.9,3160,3005,,,27159,0
3530648,"SDSSJ093324.84+100955.9",143.3535,10.1655,-2.0,18.65,14.31,8.83,3627,3472,,,27159,0
4010192,"SDSSJ093301.30+101945.4",143.2554,10.3293,-5.0,18.1,13.78,9.04,3537,3383,,,27159,0
3530521,"SDSSJ093207.76+101413.4",143.0324,10.237,-5.0,17.39,13.06,9.33,3283,3128,,,27159,0
1378773,"PGC1378773",143.3895,10.3873,-5.0,18.41,13.93,8.98,3103,2949,,,27159,0
3530471,"SDSSJ093148.40+102429.7",142.9517,10.4083,-5.0,17.89,13.57,9.13,3221,3067,,,27159,0
27088,"UGC05082",143.0879,10.809,2.9,13.77,11.15,10.07,3211,3059,45.71,18,27088,1
27189,"PGC027189",143.5128,11.006,4.2,15.17,12.0,9.5,2489,2338,,,27189,0
4088225,"SDSSJ091246.67+085619.9",138.1944,8.9389,10.0,,20.22,5.57,1282,1122,,,4088225,0
3997755,"SDSSJ092114.98+094352.2",140.3124,9.7312,10.0,17.79,15.2,7.67,1400,1243,,,3997755,0
3997615,"SDSSJ091549.46+093850.4",138.9561,9.6474,9.0,17.17,15.0,8.38,2728,2571,,,3997615,0
1373747,"PGC1373747",136.3153,10.0427,9.0,17.85,15.4,7.95,2037,1883,,,1373747,0
25956,"UGC04845",138.1076,9.9555,6.9,14.08,12.48,9.18,2118,1962,34.67,14,3997532,1
3997532,"SDSSJ091223.91+095724.9",138.0996,9.957,,16.35,12.39,9.21,2209,2054,,,3997532,0
26712,"PGC026712",141.3141,10.8868,5.0,14.38,11.67,9.93,3589,3437,,,26733,0
26721,"UGC05017",141.3531,11.074,6.0,15.3,12.34,9.66,3225,3075,63.97,18,26733,1
26643,"UGC05003",141.0606,11.1106,6.0,14.63,11.63,9.94,3460,3310,,,26733,0
26421,"PGC026421",140.1372,10.6003,0.7,15.2,12.31,9.65,3350,3198,,,26421,0
26453,"PGC026453",140.2485,11.0592,9.0,15.59,12.99,8.48,1292,1142,,,26453,0
3529846,"SDSSJ092439.07+111944.9",141.1627,11.3292,-5.0,17.73,13.41,9.23,3367,3218,,,26733,0
3995262,"SDSSJ092816.16+110437.4",142.0674,11.077,10.0,18.38,15.8,8.23,3276,3125,,,3995262,0
26740,"NGC2874",141.4471,11.4246,4.5,12.39,9.0,11.0,3754,3605,,,26733,0
26733,"NGC2872",141.4272,11.4321,-4.8,12.65,8.8,11.08,3196,3047,,,26733,0
26742,"NGC2873",141.4521,11.4542,3.9,15.6,12.02,9.79,3236,3087,,,26733,0
1396285,"PGC1396285",141.9108,11.6208,-5.0,16.83,12.2,9.72,3153,3005,,,26733,0
3530253,"SDSSJ092951.83+115535.7",142.4658,11.9267,10.0,16.53,14.61,7.88,1350,1203,,,3530253,0
3529883,"SDSSJ092510.67+113158.8",141.2946,11.533,-5.0,18.27,13.92,9.03,3671,3523,,,26733,0
26695,"PGC026695",141.2392,11.5415,2.3,14.9,12.35,9.66,3647,3499,,,26733,0
1395955,"PGC1395955",141.3162,11.5968,3.2,16.72,13.24,9.3,3563,3415,,,26733,0
5064924,"SDSSJ092424.17+115904.7",141.1008,11.9847,,18.32,15.36,8.45,3424,3278,,,26733,0
4086026,"SDSSJ083633.23+051042.5",129.1392,5.1782,10.0,17.53,15.0,8.02,1866,1695,,,4086026,0
4015299,"SDSSJ083641.13+051624.9",129.1714,5.2735,9.0,17.52,15.33,8.35,3057,2886,,,4015299,0
24374,"UGC04524",130.0596,5.6342,6.7,15.03,12.18,9.18,1953,1783,34.04,14,24374,1
4074950,"SDSSJ084015.38+053814.2",130.0641,5.6374,,16.59,12.43,9.08,1897,1727,,,24374,0
1303757,"PGC1303757",130.6076,6.5941,9.0,17.23,14.72,8.33,2285,2118,,,1303757,0
3525601,"SDSSJ084612.45+071601.4",131.552,7.2671,9.0,16.77,14.42,8.69,2968,2804,,,3525601,0
23907,"PGC023907",127.8401,7.0,8.0,16.57,12.85,8.89,1876,1714,,,23907,0
1316080,"PGC1316080",128.0753,7.199,,18.17,15.36,7.95,2009,1848,,,1316080,0
1331483,"PGC1331483",129.3978,7.8085,4.9,16.15,14.28,8.07,1452,1292,,,1331483,0
5064937,"SDSSJ084105.90+094730.1",130.2746,9.7917,,17.76,15.0,8.12,2058,1907,,,5064937,0
5059020,"AGC188884",130.6934,10.5567,,17.82,15.05,8.49,3112,2964,,,5059020,0
5064928,"SDSSJ084200.04+103052.9",130.5001,10.5147,,16.65,12.44,9.13,2016,1868,,,5064928,0
5064929,"SDSSJ084236.57+103313.9",130.6524,10.5539,9.0,17.42,15.44,8.46,3599,3451,,,5064929,0
24457,"UGC04540",130.6458,10.5848,8.0,14.55,12.7,9.03,2033,1886,,,5064928,0
1373744,"PGC1373744",131.8246,10.0426,,17.48,14.7,8.68,3295,3144,,,1373744,0
5059002,"AGC188875",126.6273,11.7865,,16.94,13.77,8.54,1896,1758,,,5059002,0
24490,"UGC04550",130.8165,13.0857,3.4,13.56,11.06,9.71,2072,1937,39.08,14,24490,1
25332,"NGC2725",135.2632,11.0982,5.0,14.12,11.71,9.43,2061,1913,,,25332,0
25245,"UGC04712",134.8484,11.1351,3.8,14.92,11.72,9.42,1989,1841,,,25332,0
5060121,"AGC193939",138.9132,13.5826,,17.87,15.13,8.59,3593,3455,,,5060121,0
213593,"PGC213593",139.7313,13.8201,,17.07,14.2,8.94,3525,3388,,,26310,0
26310,"UGC04931",139.6692,13.8294,-0.1,14.54,10.85,10.28,3483,3346,,,26310,0
1448763,"PGC1448763",139.8444,14.0826,,17.62,14.8,7.9,1483,1347,,,1448763,0
2806961,"PGC2806961",137.2236,14.5829,10.0,17.81,15.0,6.18,335,203,,,2806961,0
24661,"UGC04590",131.6666,13.2137,-1.0,14.82,11.55,9.49,1980,1844,,,24699,0
24699,"UGC04599",131.9237,13.4191,-2.0,14.81,11.49,9.51,2058,1923,,,24699,0
1430862,"PGC1430862",131.7404,13.4314,,17.29,14.51,8.39,2212,2078,,,1430862,0
24666,"PGC024666",131.697,13.7068,3.4,15.99,13.2,8.86,2088,1955,,,24666,0
4547721,"SDSSJ085233.75+135028.3",133.1407,13.8412,10.0,16.74,14.39,8.1,1521,1388,,,4547721,0
4180536,"SDSSJ085240.94+135157.0",133.1706,13.8658,10.0,19.18,16.83,7.13,1565,1432,,,4547721,0
4174606,"SDSSJ084232.62+141717.7",130.6359,14.2884,,18.01,15.22,8.07,2185,2056,,,24464,0
24469,"PGC024469",130.7007,14.2653,4.2,14.11,11.76,9.45,2127,1998,,,24464,0
24464,"NGC2648",130.6656,14.2854,1.1,12.24,8.72,10.66,2060,1931,,,24464,0
4547399,"SDSSJ084226.86+142533.3",130.6119,14.4259,,17.68,14.9,8.19,2053,1924,,,24464,0
4577740,"SDSSJ084351.95+151949.6",130.9664,15.3305,,22.13,19.59,5.97,1453,1329,,,4577740,0
4176159,"SDSSJ084525.40+151946.0",131.3561,15.3295,10.0,18.39,16.04,7.49,1615,1490,,,4176159,0
25425,"PGC025425",135.8187,18.2611,2.1,15.15,12.13,9.76,3463,3350,,,25425,0
27959,"UGC05216",146.3443,9.7673,7.0,14.38,12.94,9.38,3285,3128,,,27959,0
3091260,"PGC3091260",146.081,9.9848,3.3,16.33,12.06,9.66,3062,2906,,,3091260,0
4010299,"SDSSJ094437.12+100046.3",146.1546,10.0128,10.0,16.53,14.18,8.13,1477,1321,,,4010299,0
3998431,"SDSSJ094731.39+102931.5",146.8809,10.4922,10.0,18.09,15.53,8.28,3061,2907,,,3998431,0
28324,"NGC3024",147.6139,12.7655,5.0,13.04,11.37,9.22,1428,1285,30.2,25,28296,1
3532059,"SDSSJ095004.52+124826.6",147.5188,12.8074,,16.5,12.42,8.8,1399,1257,,,28296,0
28296,"NGC3020",147.5277,12.8133,5.9,12.82,11.26,9.27,1443,1301,21.78,14,28296,1
4074639,"SDSSJ095007.89+124857.5",147.5328,12.8161,,16.5,12.42,8.8,1476,1334,,,28296,0
1416616,"PGC1416616",147.651,12.8091,10.0,17.08,14.32,8.04,1335,1192,,,28296,0
28817,"PGC028817",149.6509,13.2553,2.7,14.71,12.23,9.72,3496,3356,,,28817,0
5059691,"AGC205105",150.7125,14.5534,,17.82,15.05,8.39,2791,2658,,,5059691,0
28833,"NGC3075",149.7346,14.4183,5.5,13.62,11.02,10.23,3582,3448,,,28833,0
5059062,"AGC205102",150.4153,14.992,,18.24,15.38,8.13,2429,2298,,,5059062,0
28400,"PGC028400",147.9187,14.038,5.0,15.33,13.77,8.92,2860,2723,,,28400,0
29009,"NGC3094",150.3582,15.7698,1.1,13.09,9.72,10.39,2404,2277,,,29009,0
5057771,"AGC193953",143.6349,12.3881,,20.65,15.98,7.94,2591,2446,,,5057771,0
3743904,"2MASXJ09343407+1300201",143.6421,13.0056,,16.57,12.43,9.52,3051,2909,,,3743904,0
5065009,"SDSSJ093020.57+132729.7",142.5856,13.4583,,17.53,14.72,8.38,2404,2265,,,5065009,0
1466669,"PGC1466669",141.9816,14.7665,,17.48,14.7,8.28,2126,1993,,,1466669,0
28485,"NGC3041",148.2798,16.6777,5.4,11.81,9.12,10.13,1400,1277,24.55,14,28485,1
4713564,"Leo T",143.7229,17.0511,,,14.0,5.71,39,-82,0.42,5,4713564,0
29408,"UGC05453",151.7799,15.9839,9.8,15.04,12.13,8.42,840,715,,,29408,0
4713559,"SEGUE1",151.7651,16.0778,,,12.0,6.58,206,81,,,4713559,0
5064954,"SDSSJ101002.07+170034.5",152.5087,17.0095,7.0,18.08,15.23,8.53,3523,3403,,,5064954,0
2806966,"PGC2806966",150.4355,17.6903,9.5,17.34,15.0,8.21,2227,2110,,,2806966,0
29478,"UGC05467",152.0539,18.7071,-1.9,14.13,11.01,10.05,2886,2775,,,29478,0
5064995,"SDSSJ101904.56+171100.0",154.7691,17.1834,,17.97,15.18,8.02,1965,1847,,,5064995,0
5065058,"Leo P",155.4379,18.0881,,17.25,14.48,6.13,264,152,1.74,10,5065058,0
30420,"PGC030420",155.7935,17.9627,9.0,15.07,11.7,9.95,3520,3407,,,30420,0
30831,"UGC05675",157.1249,19.5626,8.6,16.36,15.46,7.38,1104,1000,,,30831,0
