PGC,Name,RAJ2000,DEJ2000,TT,Bmag,Ksmag,logK,HRV,VLS,Dist,e_Dist,PGC1,CF3
48497,"UGC08676",205.4565,47.8889,7.9,15.2,13.35,8.96,2231,2347,,,48497,0
4109743,"SDSSJ133959.46+480846.9",204.998,48.1462,,17.63,14.8,8.15,1678,1794,,,4109743,0
47788,"NGC5229",203.512,47.9154,6.8,13.44,11.7,8.41,359,471,10.47,25,47404,1
47735,"PGC047735",203.347,49.1035,8.5,14.9,12.27,8.18,593,710,,,47404,0
4012004,"SDSSJ132308.85+482549.7",200.7868,48.4305,10.0,17.84,15.25,8.26,2389,2498,,,4012004,0
45939,"UGC08308",198.3445,46.3203,9.9,14.92,13.4,7.19,150,245,4.25,9,46039,1
45506,"UGC08215",197.0148,46.828,9.9,15.67,13.6,7.11,224,319,4.57,9,46039,1
46127,"UGC08331",198.8741,47.4996,9.9,13.71,12.2,7.67,267,368,4.41,9,46039,1
5057032,"DDO169NW",198.8337,47.5436,0.0,,15.6,6.31,242,343,4.33,9,46039,1
46010,"UGC08316",198.5271,48.1562,7.0,14.69,12.49,9.4,2531,2634,,,46010,0
2311534,"PGC2311534",198.1623,48.1551,9.0,18.32,15.43,8.22,2493,2596,,,46010,0
45088,"PGC045088",195.8388,48.3308,4.7,16.03,12.83,9.26,2511,2610,,,45088,0
4555033,"SDSSJ130450.58+490709.8",196.2108,49.1194,,21.44,14.87,8.26,1988,2091,,,4555033,0
3481341,"SDSSJ131451.25+483602.8",198.7135,48.6008,7.0,16.78,14.12,8.8,2683,2789,,,3481341,0
2345555,"PGC2345555",197.7926,49.5252,9.0,17.22,15.24,8.3,2499,2607,,,2345555,0
47985,"IC0902",204.0051,49.9608,3.0,13.63,10.5,9.84,1616,1738,29.38,14,47985,1
48259,"UGC08639",204.749,51.4348,9.9,14.81,12.59,9.05,1698,1828,,,48259,0
47658,"PGC047658",203.1502,49.83,10.0,,12.6,8.05,0,0,,,47404,0
4579985,"SDSSJ132759.02+520502.5",201.996,52.084,,22.33,13.84,8.11,979,1106,,,4579985,0
47853,"NGC5238",203.6771,51.6137,8.0,13.67,11.5,8.07,229,357,4.51,9,47853,1
48589,"PGC048589",205.7475,52.6884,9.0,16.76,14.61,8.29,1787,1924,,,48589,0
48578,"PGC048578",205.7161,52.7085,3.4,16.09,13.65,8.71,1888,2025,,,48578,0
4018195,"SDSSJ134502.59+533412.3",206.2608,53.5702,,18.07,15.26,8.44,2974,3115,,,4018195,0
2450627,"PGC2450627",206.462,53.7807,9.0,18.12,15.4,8.02,1888,2030,,,2450627,0
49448,"UGC08837",208.6908,53.9033,9.8,12.77,11.0,8.4,140,286,7.24,9,50063,1
49636,"UGC08882",209.3114,54.101,,15.57,13.7,7.32,348,496,,,50063,0
48392,"UGC08658",205.1661,54.333,5.0,12.7,11.14,9.77,2009,2150,35.65,14,48392,1
4109196,"SDSSJ133433.68+542733.4",203.6402,54.4594,7.0,17.07,14.5,8.47,2117,2256,,,4109196,0
48761,"NGC5294",206.3254,55.2907,4.6,14.63,12.73,9.12,1962,2110,,,48761,0
2491930,"PGC2491930",205.339,55.1411,10.0,17.61,14.64,8.37,2001,2146,,,2491930,0
2530610,"PGC2530610",205.1245,56.2488,9.0,16.85,14.4,8.79,2974,3123,,,2530610,0
45594,"PGC045594",197.2863,53.9435,4.0,14.83,12.13,9.53,2504,2630,,,45594,0
3480956,"SDSSJ130835.20+540418.3",197.1466,54.0718,,19.45,15.35,8.24,2380,2507,,,45594,0
45561,"UGC08231",197.1555,54.0743,4.2,13.46,12.28,9.47,2470,2596,,,45594,0
45058,"PGC045058",195.7323,55.6947,7.9,15.59,13.94,8.33,1356,1487,,,45058,0
45278,"NGC4964",196.3536,56.3227,1.5,13.71,11.14,9.96,2535,2670,,,45278,0
4003122,"SDSSJ130643.38+570426.8",196.6807,57.0742,8.0,17.25,15.07,8.6,3267,3405,,,4003122,0
47495,"UGC08508",202.6849,54.9114,9.9,13.54,11.6,7.5,56,195,2.64,7,47495,1
46952,"UGC08441",201.3716,57.8215,9.9,15.04,12.4,9.05,1519,1668,,,46952,0
47368,"NGC5204",202.4019,58.4193,8.9,11.3,10.12,8.61,201,354,4.88,8,47368,1
4003550,"SDSSJ132447.61+582919.8",201.1983,58.4888,6.0,16.14,13.96,8.95,2904,3055,,,4003550,0
2559875,"PGC2559875",200.3345,57.2024,7.0,17.14,13.95,8.7,2150,2295,,,2559875,0
46263,"IC0875",199.2815,57.5395,-2.0,13.75,10.47,10.3,2760,2904,,,46263,0
4003190,"SDSSJ131003.41+580405.6",197.5142,58.0682,9.0,17.18,14.95,8.33,2217,2361,,,4003190,0
2575228,"PGC2575228",197.6907,58.157,9.0,16.45,14.58,8.12,1427,1571,,,2575228,0
46589,"NGC5109",200.2195,57.6434,5.3,13.16,11.53,9.65,2131,2277,,,46589,0
46630,"PGC046630",200.3498,57.6945,4.2,14.52,11.59,9.63,2045,2192,,,46589,0
46620,"PGC046620",200.3185,57.8984,3.9,16.43,12.43,9.29,2120,2267,,,46589,0
46033,"PGC046033",198.6268,58.558,4.2,15.72,14.28,8.8,2829,2976,,,46033,0
45807,"UGC08282",197.9661,60.2473,5.9,14.46,11.63,9.6,2064,2217,49.66,14,45807,1
43255,"NGC4707",192.0956,51.1659,8.8,13.31,11.7,8.42,468,574,6.52,9,43255,1
2396442,"PGC2396442",192.6345,51.5819,9.0,16.75,14.36,8.89,3322,3431,,,2396442,0
5064817,"SDSSJ124818.45+513209.1",192.077,51.5359,7.0,17.92,15.19,8.56,3328,3435,,,5064817,0
43124,"UGC07950",191.7362,51.6134,9.9,14.85,12.1,8.26,497,604,,,43255,0
4019871,"SDSSJ124459.26+525203.5",191.247,52.8676,10.0,19.65,16.09,8.03,2712,2824,,,4019871,0
43240,"PGC043240",192.0394,54.0242,8.0,14.61,11.96,9.85,3334,3453,,,43240,0
42832,"UGC07903",190.9393,53.9599,9.9,20.1,14.2,7.38,443,559,,,42832,0
42259,"PGC042259",189.6552,55.9258,9.0,14.92,13.69,9.14,3257,3380,,,42259,0
2429780,"PGC2429780",185.7833,53.0224,10.0,18.0,15.14,7.5,885,989,,,2429780,0
40475,"NGC4384",186.2996,54.5062,1.0,13.3,10.71,10.11,2520,2632,20.8,14,40475,1
2478952,"PGC2478952",186.1776,54.7449,10.0,17.32,14.59,8.56,2481,2594,,,40475,0
3401853,"SDSSJ121304.87+530620.1",183.2703,53.1056,-5.0,18.32,13.97,8.26,1289,1390,,,3401853,0
38959,"PGC038959",183.2328,53.4604,,16.24,12.36,8.72,1155,1258,,,37617,0
39055,"PGC039055",183.5103,53.7549,9.0,17.18,14.66,7.71,907,1012,,,39055,0
4001916,"SDSSJ120807.62+545402.9",182.0316,54.9008,9.0,17.43,15.35,8.49,3326,3434,,,4001916,0
37876,"PGC037876",180.1849,54.5543,4.2,17.21,13.45,8.33,1273,1378,,,37642,0
166121,"PGC166121",181.6581,54.7662,10.0,15.57,19.89,5.56,845,952,,,166121,0
38432,"PGC038432",181.722,55.1685,4.8,15.46,12.24,9.51,2530,2639,,,38432,0
4001787,"SDSSJ120330.64+550306.0",180.8776,55.0517,10.0,19.63,15.84,7.37,1131,1238,,,37642,0
37896,"PGC037896",180.2516,55.0259,7.9,15.93,13.5,8.31,1107,1214,,,37642,0
2492054,"PGC2492054",180.4589,55.1451,4.5,15.97,13.89,8.15,1108,1215,,,37642,0
2832106,"PGC2832106",180.4151,55.2087,-5.0,16.72,12.37,8.76,1194,1302,,,37642,0
39068,"NGC4194",183.54,54.5265,9.5,12.58,9.7,10.49,2451,2560,,,39068,0
4002087,"SDSSJ121326.02+543631.6",183.3585,54.6088,,18.11,15.31,8.24,2391,2500,,,39068,0
2490787,"PGC2490787",183.21,55.1069,9.0,17.78,15.12,8.36,2538,2649,,,2490787,0
2485185,"PGC2485185",182.3821,54.9384,10.0,16.76,13.97,8.04,968,1077,,,2485185,0
2501589,"PGC2501589",182.1175,55.4239,9.0,17.09,14.63,8.24,1740,1851,,,2501589,0
2512985,"PGC2512985",182.0448,55.7464,9.0,16.58,14.17,8.05,1083,1195,,,2512985,0
3476258,"SDSSJ120255.53+554905.6",180.7314,55.8182,10.0,16.64,14.05,8.09,1043,1154,,,37642,0
37995,"PGC037995",180.5468,56.3655,5.0,14.43,12.12,9.8,3347,3461,,,37995,0
4074703,"SDSSJ120211.88+562203.4",180.5495,56.3676,,16.7,12.46,9.66,3408,3522,,,37995,0
2542304,"PGC2542304",180.5181,56.6136,10.0,18.15,15.36,7.66,1212,1327,,,2542304,0
40724,"PGC040724",186.6456,57.8308,3.9,15.78,12.74,9.47,3039,3167,,,40724,0
39934,"PGC039934",185.3136,58.0851,4.2,16.19,12.64,9.48,2829,2956,,,39859,0
3994823,"SDSSJ122048.69+580515.2",185.2028,58.0875,,20.3,16.2,8.06,3090,3217,,,39859,0
39859,"NGC4290",185.1979,58.0924,2.5,12.53,9.42,10.77,3018,3145,,,39859,0
5064516,"SDSSJ122041.60+580521.4",185.1733,58.0893,,17.78,15.0,8.54,2892,3019,,,39859,0
4017916,"SDSSJ122039.57+580538.1",185.1651,58.0939,,20.66,15.98,8.14,2885,3012,,,39859,0
2527021,"PGC2527021",183.3995,56.1433,9.0,17.54,15.03,8.61,3258,3374,,,2527021,0
3548828,"SDSSJ121217.56+571123.0",183.0732,57.1898,,18.71,14.54,8.3,1767,1888,,,3548828,0
3549034,"SDSSJ121357.28+573517.4",183.4887,57.5882,,18.25,15.38,7.7,1274,1397,,,3549034,0
38250,"PGC038250",181.2456,58.1073,5.0,15.16,13.28,9.12,2596,2718,,,38250,0
3548599,"SDSSJ121035.05+581814.3",182.646,58.3039,,18.8,14.86,8.6,2936,3061,,,38741,0
38741,"NGC4149",182.637,58.304,7.0,12.6,9.83,10.61,3057,3182,,,38741,0
4002008,"SDSSJ121054.47+583440.1",182.727,58.5779,7.0,17.51,14.42,8.78,2961,3087,,,38741,0
2582852,"PGC2582852",182.2448,58.7922,8.0,17.18,14.08,8.57,1949,2076,,,38669,0
38840,"PGC038840",182.8539,58.7591,2.6,15.03,13.13,9.35,3186,3313,,,38840,0
4002004,"SDSSJ121048.59+584928.7",182.7026,58.8248,10.0,17.5,14.94,8.58,3030,3158,,,4002004,0
38669,"NGC4141",182.4471,58.8492,6.0,14.35,11.68,9.53,1968,2095,44.06,25,38669,1
4001920,"SDSSJ120813.00+582550.2",182.0542,58.4307,10.0,17.87,15.23,8.45,2954,3079,,,38741,0
38384,"PGC038384",181.5601,58.9713,2.7,15.6,13.78,9.12,3256,3383,,,38384,0
3440807,"SDSSJ120614.84+585822.7",181.5618,58.9729,,18.41,15.39,8.47,3311,3438,,,38384,0
2585163,"PGC2585163",181.5736,58.9926,,17.77,15.0,8.63,3336,3463,,,38384,0
4001849,"SDSSJ120544.32+590047.3",181.4346,59.0132,8.0,18.06,15.16,8.56,3254,3381,,,38384,0
3409566,"SDSSJ120014.47+591423.5",180.0603,59.2399,9.0,16.8,14.59,8.36,1937,2063,,,3409566,0
44025,"NGC4814",193.8414,58.3441,3.1,12.56,9.14,10.77,2490,2630,45.71,14,44025,1
4011772,"SDSSJ125426.85+582348.9",193.6121,58.397,,18.29,15.37,8.27,2635,2775,,,44025,0
4011636,"SDSSJ123757.77+571343.8",189.4909,57.2289,10.0,17.4,14.8,8.64,3022,3151,,,4011636,0
44961,"UGC08146",195.5331,58.7002,6.4,13.42,12.3,8.46,669,812,20.51,14,44961,1
43951,"UGC08040",193.6815,58.7764,4.2,13.16,11.17,9.96,2515,2656,31.48,25,44025,1
43996,"UGC08046",193.7667,58.7913,8.0,15.29,12.56,9.4,2650,2792,,,44025,0
43983,"PGC043983",193.7073,58.8824,3.3,14.81,12.35,9.48,2580,2722,,,44025,0
43896,"PGC043896",193.5938,58.895,4.2,14.94,12.5,9.42,2450,2592,,,44025,0
4003007,"SDSSJ125926.76+591735.0",194.8615,59.2931,7.0,16.82,14.62,8.67,2867,3013,,,4003007,0
2593434,"PGC2593434",193.5121,59.7082,9.0,17.33,14.95,8.56,2923,3068,,,2593434,0
2619201,"PGC2619201",195.1238,61.5053,9.0,17.77,15.08,8.45,2729,2883,,,2619201,0
4002800,"SDSSJ124417.35+594307.6",191.0722,59.7189,9.0,16.74,14.72,8.65,2928,3070,,,4002800,0
4106650,"SDSSJ124917.22+600733.2",192.3218,60.126,7.0,18.24,15.5,8.32,2856,3002,,,4106650,0
43197,"UGC07968",192.0559,60.2715,8.1,16.55,14.5,8.31,1740,1886,,,43197,0
42408,"NGC4605",189.9975,61.609,5.1,10.06,7.92,9.3,136,285,5.55,9,42408,1
5064793,"[MU2012]J1244+62E",191.0967,62.052,10.0,17.64,15.2,8.34,2524,2676,,,5064793,0
4106417,"SDSSJ124412.03+621020.0",191.0497,62.1721,10.0,18.19,15.4,8.28,2545,2698,,,42849,0
42889,"PGC042889",191.0502,62.2475,7.9,15.89,14.19,8.76,2614,2767,,,42849,0
42849,"PGC042849",190.9997,62.3335,2.7,16.45,12.53,9.43,2617,2770,,,42849,0
42469,"UGC07837",190.1481,63.3498,6.0,15.2,13.64,9.01,2675,2831,,,42469,0
41215,"PGC041215",187.4017,58.0211,4.9,17.22,14.17,8.92,3030,3160,,,41436,0
41436,"NGC4500",187.8423,57.9647,1.1,12.87,9.83,10.65,3111,3241,34.51,18,41436,1
2575632,"PGC2575632",187.8111,58.1883,8.0,17.7,14.59,8.75,3231,3362,,,41436,0
40645,"UGC07534",186.5331,58.3218,9.9,13.2,12.1,8.58,724,854,,,40645,0
213983,"PGC213983",185.6498,58.4719,,17.37,14.6,8.76,3176,3306,,,213983,0
40447,"PGC040447",186.224,61.0637,10.0,15.81,13.2,8.14,707,849,,,2816013,0
2816013,"PGC2816013",186.2725,61.1531,4.3,14.78,13.03,8.21,706,848,,,2816013,0
2619398,"PGC2619398",184.9684,61.5197,10.0,17.82,15.6,6.96,516,658,,,2619398,0
4001735,"SDSSJ120120.89+602015.1",180.3371,60.3376,10.0,17.69,15.06,7.82,1319,1451,,,37930,0
38680,"UGC07153",182.4454,62.2685,5.9,13.81,12.93,9.27,2612,2755,44.67,14,38680,1
37930,"NGC4036",180.3621,61.8957,-2.5,11.41,7.62,10.8,1445,1584,,,37930,0
37999,"NGC4041",180.5508,62.1373,4.0,11.51,8.49,10.45,1209,1350,,,37930,0
38014,"UGC07019",180.6222,62.4177,9.9,14.48,12.77,8.73,1513,1655,19.05,25,37930,1
37951,"UGC07009",180.4337,62.3265,9.9,14.21,12.3,8.92,1119,1260,,,37930,0
4074702,"SDSSJ120144.39+621947.1",180.435,62.3298,,19.24,15.35,7.7,1087,1228,,,37930,0
38572,"UGC07128",182.1688,62.3817,9.8,16.75,14.52,8.72,2893,3036,,,38572,0
38173,"IC0758",181.0494,62.5054,6.0,13.63,12.03,9.03,1303,1446,,,37930,0
38027,"PGC038027",180.6804,62.4979,5.4,15.61,13.33,8.51,1059,1201,,,37930,0
2647063,"PGC2647063",180.4391,62.9687,10.0,15.93,13.21,9.17,2635,2779,,,2647063,0
40483,"PGC040483",186.279,61.6575,,16.88,13.36,8.64,1488,1632,,,40483,0
40704,"UGC07544",186.6591,62.3791,10.0,16.51,14.19,7.75,710,858,,,40704,0
41838,"NGC4545",188.6422,63.525,5.6,12.86,10.3,10.35,2743,2898,34.51,14,41621,1
3384274,"SDSSJ123432.73+633150.7",188.6364,63.5308,,18.69,14.59,8.63,2630,2785,,,41621,0
3361524,"SDSSJ123424.47+634808.2",188.6019,63.8023,-5.0,18.09,13.75,8.97,2544,2700,,,41621,0
3994841,"SDSSJ123233.86+635239.8",188.141,63.8777,,20.22,16.2,7.99,3025,3181,,,41621,0
41601,"UGC07700",188.1368,63.8773,7.9,14.49,12.59,9.43,2953,3109,,,41621,0
41621,"NGC4521",188.1987,63.9392,-0.1,12.71,9.15,10.81,2516,2672,,,41621,0
4002551,"SDSSJ123154.24+640235.2",187.976,64.0432,10.0,18.34,15.74,8.17,2850,3007,,,41621,0
2655089,"PGC2655089",185.5094,63.4049,10.0,17.4,14.7,8.2,1673,1824,,,2655089,0
4011588,"SDSSJ123028.68+635513.7",187.6192,63.9204,,17.32,14.55,8.65,2706,2862,,,41621,0
41222,"NGC4481",187.4521,64.0334,2.0,14.2,11.01,9.94,2300,2456,,,41222,0
2665088,"PGC2665088",187.2024,64.1592,8.0,18.05,14.8,8.55,2453,2609,,,41621,0
213963,"PGC213963",184.0719,63.3884,9.0,18.02,15.46,8.31,2796,2946,,,39366,0
39366,"NGC4238",184.2326,63.4099,6.5,13.21,11.44,9.92,2758,2908,36.31,14,39366,1
3994817,"SDSSJ121611.66+632633.5",184.0487,63.4426,,18.52,14.93,8.52,2796,2946,,,39366,0
213955,"PGC213955",183.6033,63.7705,5.0,15.88,12.27,9.63,2938,3089,,,213955,0
39143,"NGC4205",183.7314,63.7828,4.0,12.91,10.56,9.73,1417,1568,16.83,14,39143,1
38788,"UGC07179",182.7417,63.9145,4.0,12.98,9.8,10.53,2646,2797,,,38788,0
38289,"UGC07079",181.3374,63.1566,4.9,14.96,11.33,10.0,2953,3099,,,38289,0
3782504,"2MASXJ12063113+6321086",181.6296,63.3525,5.0,16.71,13.95,8.95,2868,3015,,,38289,0
38459,"PGC038459",181.8006,63.8907,7.9,15.53,13.76,8.47,1449,1599,,,38459,0
2666155,"PGC2666155",180.9347,64.258,4.5,16.49,13.18,9.27,2924,3074,,,2666155,0
38025,"UGC07020A",180.6544,64.3765,-3.0,14.44,11.21,9.43,1500,1651,,,38524,0
38212,"NGC4081",181.14,64.4374,1.1,13.05,10.11,9.87,1444,1595,22.7,14,38524,1
2664300,"PGC2664300",184.958,64.0902,9.0,17.41,14.47,8.12,1341,1495,,,2664300,0
39123,"PGC039123",183.6977,64.4586,3.7,15.9,12.22,9.54,2574,2728,,,39123,0
4017884,"SDSSJ121223.65+650717.8",183.0987,65.1215,-5.0,18.16,13.82,8.38,1331,1487,,,38524,0
4011416,"SDSSJ121224.37+651027.0",183.1016,65.1743,-5.0,16.5,12.15,9.05,1285,1442,,,38524,0
4001908,"SDSSJ120753.55+642323.6",181.9731,64.39,9.0,17.92,15.34,7.78,1377,1529,,,38524,0
38717,"PGC038717",182.5522,64.7606,-3.3,15.5,13.01,8.71,1379,1533,,,38524,0
38508,"NGC4121",181.986,65.114,-4.9,13.79,10.72,9.62,1416,1571,,,38524,0
38524,"NGC4125",182.025,65.1741,-4.8,10.53,6.98,11.12,1356,1512,23.99,13,38524,1
4102842,"SDSSJ120935.64+653541.4",182.3987,65.5951,10.0,18.38,15.87,7.56,1135,1293,,,38524,0
53641,"UGC09660",225.2891,44.6982,5.0,13.76,13.75,7.79,578,727,10.81,9,53641,1
53861,"UGC09703",226.3595,46.5653,3.0,14.09,11.16,9.95,2521,2679,30.76,25,53861,1
2289339,"PGC2289339",224.6709,46.9168,,17.47,14.69,8.59,2680,2835,,,2289339,0
2289184,"PGC2289184",227.1759,46.907,8.0,16.21,13.43,8.83,1923,2085,,,2289184,0
140462,"PGC140462",225.3538,48.1077,3.4,16.22,13.38,9.26,3207,3368,,,140462,0
53657,"UGC09665",225.3852,48.3198,4.0,13.54,10.33,10.29,2557,2719,38.9,14,53657,1
91426,"PGC091426",228.8838,49.6205,6.7,16.29,14.47,8.63,2506,2680,,,91426,0
2280240,"PGC2280240",220.8615,46.3825,9.0,17.21,15.29,8.52,3298,3442,,,2280240,0
53115,"PGC053115",223.1346,49.0171,,17.7,14.92,8.4,2369,2528,,,53115,0
2309848,"PGC2309848",219.0894,48.0663,10.0,17.72,15.51,8.11,2234,2381,,,2309848,0
52237,"NGC5700",219.2567,48.545,4.2,14.58,11.91,9.56,2208,2356,,,52154,0
52194,"NGC5693",219.0466,48.5849,6.9,13.76,11.65,9.66,2284,2432,,,52154,0
52263,"UGC09426",219.3717,48.6237,9.8,15.72,13.62,8.87,2309,2458,,,52154,0
140374,"PGC140374",221.8375,48.9013,3.4,15.07,12.54,9.32,2271,2427,,,140374,0
52673,"UGC09508",221.283,49.0989,9.9,,13.52,9.16,3030,3185,,,52673,0
3995335,"SDSSJ144604.57+491650.3",221.5191,49.2807,9.0,17.72,15.14,8.26,2230,2386,,,3995335,0
84298,"PGC084298",222.1764,49.887,4.8,15.95,12.81,9.48,3153,3313,,,84298,0
52664,"PGC052664",221.2325,49.714,3.9,15.35,12.27,9.64,2945,3102,,,52664,0
166187,"PGC166187",220.6259,49.8151,10.0,16.58,14.71,8.66,2960,3116,,,166187,0
53622,"UGC09657",225.2031,48.3609,8.0,14.62,12.87,9.28,2526,2687,,,53657,0
2342822,"PGC2342822",225.7625,49.4329,8.0,17.44,14.98,8.63,3230,3396,,,2342822,0
53402,"NGC5795",224.0799,49.3989,5.0,14.2,9.93,10.39,2366,2528,,,53402,0
54061,"UGC09741",227.1396,52.2962,4.0,14.16,11.61,9.77,2481,2659,,,54061,0
4074771,"SDSSJ145329.94+520426.1",223.3748,52.074,,17.86,15.11,8.32,2372,2541,,,53217,0
53217,"NGC5783",223.3655,52.0765,5.2,13.25,10.94,9.99,2337,2506,38.55,14,53217,1
53644,"UGC09663",225.3069,52.5958,10.0,14.67,12.51,9.39,2420,2595,,,53644,0
2414734,"PGC2414734",223.6789,52.4292,,16.97,13.94,9.06,3270,3441,,,2414734,0
2450266,"PGC2450266",224.4734,53.7675,,18.26,15.38,8.49,3080,3257,,,53511,0
53476,"UGC09632",224.4847,53.785,6.6,14.83,13.46,9.25,3158,3335,,,53511,0
53532,"NGC5821",224.7486,53.9232,5.0,14.09,11.23,10.15,3344,3522,,,53511,0
53511,"NGC5820",224.6658,53.8862,-2.1,13.07,9.19,10.96,3335,3513,,,53511,0
4005869,"SDSSJ152720.05+485224.9",231.8334,48.8736,8.0,16.4,14.05,8.8,2513,2691,,,4005869,0
4006155,"SDSSJ154316.74+531349.6",235.82,53.2305,,18.39,15.37,7.56,979,1178,,,4006155,0
55616,"PGC055616",234.2674,55.2638,-0.1,15.37,13.22,8.12,639,840,,,55616,0
2453040,"PGC2453040",228.8074,53.8644,9.0,17.55,14.79,8.71,3227,3413,,,2453040,0
4118332,"SDSSJ152528.48+545113.4",231.3687,54.8537,,17.59,14.79,8.54,2603,2797,,,4118332,0
54110,"NGC5876",227.3816,54.5065,1.6,13.22,9.65,10.77,3253,3438,,,54110,0
2475443,"PGC2475443",227.3785,54.6343,,17.11,14.24,8.93,3086,3271,,,54110,0
54018,"NGC5874",226.9659,54.7528,5.0,12.74,10.43,10.46,3134,3319,50.82,18,54110,1
54015,"UGC09737",226.9513,55.1858,3.5,14.31,11.71,9.95,3351,3537,,,54110,0
4005471,"SDSSJ150804.22+551953.9",227.0178,55.3317,10.0,17.03,14.45,8.85,3349,3535,,,54110,0
53949,"NGC5870",226.641,55.4792,-2.0,14.91,10.73,9.22,823,1010,,,54470,0
4016836,"SDSSJ150654.39+553218.0",226.7267,55.5384,,19.74,15.7,8.37,3292,3479,,,4016836,0
54267,"NGC5866B",228.0299,55.785,7.9,14.88,12.63,8.46,841,1031,,,54470,0
54470,"NGC5907",228.9735,56.3289,5.3,9.69,6.82,10.79,667,860,17.06,8,54470,1
54419,"PGC054419",228.6997,56.4543,4.8,15.57,12.97,8.33,712,905,,,54470,0
55156,"PGC055156",231.9606,55.437,4.5,15.74,13.0,9.45,3294,3491,,,55169,0
55169,"PGC055169",232.0174,55.5458,1.3,14.44,11.32,10.12,3306,3503,,,55169,0
2517976,"PGC2517976",232.7158,55.8881,,17.2,14.44,8.87,3263,3462,,,2517976,0
55419,"NGC5963",233.3659,56.5597,4.1,12.81,10.03,9.42,661,863,28.84,18,55419,1
5064795,"SDSSJ153844.84+564250.6",234.6868,56.7141,,20.78,16.02,8.21,3177,3382,,,5064795,0
2567028,"PGC2567028",233.8093,57.5148,3.6,16.0,13.36,9.24,3044,3250,,,2567028,0
55740,"NGC5987",234.9894,58.0795,3.0,11.98,8.67,11.11,3010,3219,49.66,18,55740,1
3363999,"2MASXJ15280214+5720247",232.0089,57.3401,,17.13,14.31,8.83,2936,3138,,,3363999,0
2801022,"PGC2801022",230.492,57.3105,10.0,18.25,15.9,7.17,764,963,,,2801022,0
54976,"UGC09837",230.9654,58.053,5.3,13.68,12.12,9.63,2662,2863,,,54976,0
2572081,"PGC2572081",232.6701,57.8837,10.0,19.38,15.49,8.35,2896,3100,,,2572081,0
4006040,"SDSSJ153733.00+583447.8",234.3875,58.58,5.0,17.24,13.72,9.05,2932,3141,,,55674,0
2584607,"PGC2584607",234.2778,58.9476,-5.0,17.95,13.35,9.2,2989,3199,,,55674,0
55725,"NGC5985",234.9039,59.3314,3.0,11.43,8.34,11.2,2517,2729,52.72,14,55674,1
55674,"NGC5982",234.6657,59.3559,-4.8,11.86,8.22,11.25,3017,3228,40.36,13,55674,1
55647,"NGC5981",234.472,59.3923,4.2,12.48,9.28,10.83,2527,2738,49.2,14,55674,1
4118546,"SDSSJ152956.64+582635.0",232.4859,58.4431,10.0,16.82,14.1,8.91,2908,3113,,,4118546,0
2587333,"PGC2587333",233.6604,59.1726,10.0,17.56,14.7,8.66,3050,3259,,,55674,0
2590679,"PGC2590679",233.5151,59.4579,-5.0,17.6,13.18,9.27,2894,3103,,,55674,0
55609,"NGC5976",234.2001,59.3978,-2.0,15.72,11.97,9.75,3048,3259,,,55674,0
55561,"UGC09934",234.0308,59.5668,2.0,15.18,12.26,9.64,3056,3267,,,55674,0
2597829,"PGC2597829",233.7022,60.0857,-5.0,18.27,14.17,8.9,2968,3179,,,2597829,0
140528,"PGC140528",234.0654,60.3362,,15.42,11.93,9.67,2550,2762,,,140528,0
52107,"NGC5682",218.688,48.6695,3.0,14.04,12.24,9.43,2281,2429,32.36,18,52154,1
52154,"NGC5689",218.8737,48.7415,0.4,12.26,8.45,10.94,2160,2308,,,52154,0
4004791,"SDSSJ143223.88+485238.0",218.0994,48.8773,-5.0,19.16,13.93,8.74,2270,2417,,,51978,0
51978,"NGC5676",218.1952,49.4579,4.7,11.15,8.0,11.11,2096,2245,34.2,14,51978,1
3416328,"SDSSJ143247.76+492751.5",218.199,49.4643,,18.43,15.38,8.16,1942,2091,,,51978,0
52050,"PGC052050",218.4998,49.451,10.0,16.51,13.33,8.98,2128,2278,,,51978,0
4016204,"SDSSJ143333.47+493712.1",218.3894,49.6201,7.0,18.35,15.28,8.2,2417,2567,,,51978,0
91372,"PGC091372",219.1479,49.4181,8.2,16.06,14.48,8.52,2272,2423,,,51978,0
3416372,"SDSSJ142946.37+493716.3",217.4433,49.6212,,17.29,14.51,8.51,2283,2431,,,51978,0
51795,"NGC5660",217.4575,49.6226,5.2,12.21,9.73,10.42,2328,2476,,,51978,0
3416370,"SDSSJ142950.89+493752.9",217.4621,49.6313,,16.87,13.3,8.99,2367,2515,,,51978,0
4004779,"SDSSJ143148.24+492225.1",217.9511,49.3735,10.0,16.85,14.26,8.61,2254,2402,,,51978,0
51901,"NGC5673",217.8789,49.9588,5.2,11.7,11.33,9.78,2082,2232,35.65,14,51978,1
51955,"IC1029",218.1137,49.9049,3.1,11.08,9.03,10.7,2383,2534,49.89,14,51978,1
2365887,"PGC2365887",218.4087,50.2008,10.0,17.18,14.84,8.37,2156,2308,,,51978,0
2368508,"PGC2368508",218.8392,50.2865,10.0,16.6,13.75,8.81,2032,2186,,,51978,0
84252,"PGC084252",219.6974,50.717,4.8,16.45,13.24,9.02,2227,2384,,,84252,0
52344,"UGC09448",219.7466,51.1207,3.3,13.95,11.63,9.66,2202,2361,40.93,25,52266,1
52336,"PGC052336",219.6897,51.3182,,15.29,11.73,9.61,2147,2306,,,52266,0
4012497,"SDSSJ143741.32+512726.4",219.4222,51.4574,10.0,17.6,15.01,8.3,2069,2228,,,52266,0
